389,242,"3387 Addison Ct","College Station","TX","77840",7100,"1 tree"
390,253,"2215 Willow Loop","College Station","TX","77844",11200,"shrubs"
391,156,"2596 Lodgepole Cir","College Station","TX","77842",8600,"4 trees"
392,139,"2072 Greer Ln","College Station","TX","77842",4400,"shrubs"
393,98,"1548 Castle Rock","College Station","TX","77844",11600,"N/A"
394,76,"228 Donnington Dr","College Station","TX","77844",3100,"1 tree"
395,152,"5012 Fraternity Row","College Station","TX","77840",3000,"3 trees"
396,145,"5759 Cross St","College Station","TX","77843",11200,"N/A"
397,198,"4630 Bogey Ct","College Station","TX","77842",2400,"N/A"
398,74,"4813 Southern Hills Ct","College Station","TX","77841",2900,"N/A"
399,138,"5645 Renee Ln","College Station","TX","77840",6700,"gazebo"
400,250,"640 Church St","College Station","TX","77840",3600,"2 trees"
401,173,"4719 College Main","College Station","TX","77841",3400,"fire pit"
402,110,"3598 Woods Ln","College Station","TX","77845",5600,"N/A"
403,19,"4038 Dogwood St","College Station","TX","77845",6700,"N/A"
404,168,"3185 Woodway Dr","College Station","TX","77842",5800,"fountain"
405,224,"4351 Farah Dr","College Station","TX","77844",3200,"4 trees"
406,93,"4070 Sara Dr","College Station","TX","77840",9600,"1 tree"
407,221,"5565 St Andrews Dr","College Station","TX","77845",8400,"shrubs"
408,249,"3441 Great Oaks Dr","College Station","TX","77845",7300,"4 trees"
409,62,"4648 N Windjammer Ct","College Station","TX","77843",11600,"hedge row"
410,157,"3562 Quaker Ridge Dr","College Station","TX","77840",6300,"3 trees"
411,61,"5931 Teakwood Ct","College Station","TX","77842",3800,"1 tree"
412,138,"5383 Muirfield Village","College Station","TX","77842",6000,"1 tree"
413,37,"2165 Tonkaway Lake Rd","College Station","TX","77843",4000,"hedge row"
414,3,"2481 Puffin Way","College Station","TX","77843",10100,"N/A"
415,63,"4764 Carll Ln","College Station","TX","77840",4300,"3 trees"
416,183,"1984 Stagecoach Rd","College Station","TX","77844",8400,"shrubs"
417,254,"3180 Aster Dr","College Station","TX","77840",4200,"4 trees"
418,156,"4664 Golden Trail","College Station","TX","77845",2700,"N/A"
419,146,"965 Sandelwood Ct","College Station","TX","77844",7900,"4 trees"
420,223,"1114 Alacia Ct","College Station","TX","77841",4900,"N/A"
421,85,"1285 Kalanchoe Ct","College Station","TX","77842",10200,"gazebo"
422,194,"473 Willow Brook Dr","College Station","TX","77844",4600,"2 trees"
423,250,"642 Sanctuary Ct","College Station","TX","77842",9400,"fountain"
424,61,"2123 Twin Lakes Cir","College Station","TX","77840",7000,"N/A"
425,110,"2173 Royal Adelade Dr","College Station","TX","77841",10200,"shrubs"
426,106,"742 Kyle Ave","College Station","TX","77844",4600,"shrubs"
427,173,"3724 Windwood Dr","College Station","TX","77840",5200,"N/A"
428,147,"1812 Wellesley Ct","College Station","TX","77843",3400,"hedge row"
429,218,"1857 Merry Oaks Dr","College Station","TX","77842",2100,"N/A"
430,200,"5520 Elkton Ct","College Station","TX","77842",3500,"1 tree"
431,53,"693 Rockcliffe Loop","College Station","TX","77843",10000,"fire pit"
432,164,"3046 Birmingham Rd","College Station","TX","77842",2400,"N/A"
433,102,"3686 Live Oak St","College Station","TX","77845",7800,"N/A"
434,27,"5763 Timberidge Dr","College Station","TX","77844",8700,"N/A"
435,177,"3248 Stone Chase Ct","College Station","TX","77840",9000,"1 tree"
436,206,"5751 Southern Way Dr","College Station","TX","77842",7200,"N/A"
437,146,"1684 Muirfield Village","College Station","TX","77841",5400,"2 trees"
438,151,"5434 Coeburn Ct","College Station","TX","77843",9400,"N/A"
439,245,"1161 Welsh Ave","College Station","TX","77842",4600,"shrubs"
440,121,"2368 Meadowland St","College Station","TX","77843",11600,"N/A"
441,216,"3781 Norton Ln","College Station","TX","77842",5900,"gazebo"
442,80,"1626 Nunn Jones Rd","College Station","TX","77845",9300,"fountain"
443,38,"930 Sterling St","College Station","TX","77843",3800,"N/A"
444,121,"3299 Deer Park Dr","College Station","TX","77844",11800,"fire pit"
445,258,"4365 Summit St","College Station","TX","77841",7000,"2 trees"
446,105,"5181 Eagle Nest","College Station","TX","77843",5200,"N/A"
447,81,"3400 Reatta Ln","College Station","TX","77842",11200,"2 trees"
448,147,"1938 Marta St","College Station","TX","77841",5000,"N/A"
449,173,"5277 Shadowcrest Dr","College Station","TX","77843",8500,"fire pit"
450,99,"1294 Redman Ln","College Station","TX","77840",7500,"fountain"
451,76,"34 Foxfire Dr","College Station","TX","77843",6200,"fire pit"
452,128,"1087 Vinyard Ct","College Station","TX","77842",11700,"N/A"
453,24,"3103 Hunter's Cove","College Station","TX","77843",9700,"gazebo"
454,5,"3089 Cedar Bend Rd","College Station","TX","77843",4900,"fire pit"
455,59,"4067 Yale Ct","College Station","TX","77844",4500,"N/A"
456,202,"1211 Trace Meadows","College Station","TX","77844",5000,"3 trees"
457,96,"4717 Bob Moore Rd","College Station","TX","77843",1800,"3 trees"
458,178,"3665 Seneca Springs","College Station","TX","77840",4700,"3 trees"
459,27,"3230 Royal Adelade Loop","College Station","TX","77841",10000,"N/A"
460,227,"4214 Bright Water Ln","College Station","TX","77842",9800,"fire pit"
461,14,"2331 Johnson Creek Loop","College Station","TX","77844",9300,"fire pit"
462,250,"1833 Baywood Ct","College Station","TX","77842",2000,"hedge row"
463,231,"3155 Brougham Pl","College Station","TX","77841",8700,"N/A"
464,149,"2577 Nimitz St","College Station","TX","77842",2200,"hedge row"
465,30,"4252 Haywood Dr","College Station","TX","77842",9200,"1 tree"
466,30,"3477 Eleanor St","College Station","TX","77844",5700,"fountain"
467,32,"3823 Autumn Chase Loop","College Station","TX","77840",8100,"hedge row"
468,62,"4684 Red Hill Dr","College Station","TX","77841",10900,"shrubs"
469,224,"4248 Stonewall Ct","College Station","TX","77841",8600,"hedge row"
470,246,"4355 Phoenix St","College Station","TX","77843",12000,"hedge row"
471,186,"3843 Eastchester Dr","College Station","TX","77843",10200,"2 trees"
472,102,"2942 Harpers Ferry Rd","College Station","TX","77840",5400,"2 trees"
473,197,"3983 Teakwood Ct","College Station","TX","77842",4900,"4 trees"
474,152,"2288 Emerald Dove Ave","College Station","TX","77841",3200,"N/A"
475,106,"2022 Aztec St","College Station","TX","77844",10700,"3 trees"
476,86,"175 Plano Dr","College Station","TX","77843",1300,"N/A"
